30: Number of 30-Weighted-Directed-Graphs.

** G0: |V|=5
(u, v, weight) E = { 
      (47, 36, 54.144)
      (47, 48, 32.875)
      (47, 59, 73.189)
      (47, 63, 23.261)
      (48,  3, 70.680)
      (48,  8,  7.724)
      (48, 14, 81.095)
      (48, 30, 62.403)
      (48, 52,  7.851)
      (48, 56, 79.087)
      (48, 62, 15.044)
      (48, 64, 68.511)
      (49, 14, 65.740)
      (49, 26, 48.883)
      (49, 29, 32.865)
      (49, 50,  9.520)
      (50,  3, 13.119)
      (50,  5,  3.456)
      (50, 18, 27.022)
      (50, 26, 12.914)
      (50, 28, 68.823)
      (50, 33, 93.223)
      (50, 47, 20.162)
      (50, 53, 46.274)
      (50, 54, 59.479)
      (50, 55,  6.763)
      (51, 22, 70.028)
      (51, 34, 82.497)
      (51, 38, 99.274)
      (51, 49, 90.214)
      (51, 63, 30.254)
      (52,  1, 80.944)
      (52,  7, 93.791)
      (52, 25,  4.441)
      (52, 30, 23.703)
      (52, 34, 75.582)
      (52, 55, 37.281)
      (52, 57, 57.411)
      (53,  1, 58.134)
      (53, 10, 12.832)
      (53, 22,  5.499)
      (53, 33, 86.943)
      (53, 39, 60.504)
      (53, 46, 59.556)
      (53, 58, 61.488)
      (54,  8, 55.726)
      (54, 18, 98.571)
      (54, 20, 74.462)
      (54, 28, 56.179)
      (54, 36, 47.567)
      (54, 44, 62.787)
      (54, 46, 91.352)
      (54, 49, 94.231)
      (54, 57, 55.024)
      (56,  8, 52.411)
      (56,  9, 42.953)
      (56, 21, 88.116)
      (56, 27, 48.027)
      (56, 32, 66.029)
      (56, 44, 56.558)
      (56, 48, 93.301)
      (57,  2, 38.185)
      (57,  4, 69.307)
      (57, 32, 51.822)
      (57, 52, 68.387)
      (58,  3, 39.099)
      (58, 28, 77.587)
      (58, 47, 10.550)
      (58, 62, 55.200)
      (59,  3, 47.430)
      (59, 12, 41.481)
      (59, 14, 71.096)
      (59, 16,  1.491)
      (59, 20, 86.848)
      (59, 23, 81.366)
      (59, 28, 37.484)
      (59, 39, 67.573)
      (59, 52, 83.967)
      (60, 46, 75.886)
      (60, 52, 94.189)
      (60, 53, 24.700)
      (60, 58, 13.802)
      (60, 63, 49.899)
      (61, 19, 31.263)
      (61, 58, 84.845)
      (62,  2, 23.786)
      (62,  4, 58.145)
      (62, 11, 52.599)
      (62, 12, 63.734)
      (62, 14, 63.282)
      (62, 28,  6.694)
      (62, 53, 13.061)
      (62, 54, 43.669)
      (63,  6, 46.973)
      (63, 11, 35.968)
      (63, 18, 13.262)
      (63, 23, 12.365)
      (63, 33, 63.042)
      (63, 38, 25.755)
      (63, 43, 20.295)
      (63, 47, 22.571)
      (63, 50, 16.054)
      (63, 54, 47.917)
      (64, 33, 18.423)
      (64, 39, 17.380)
      (64, 40, 88.321)
      (64, 62, 48.110)
      (64, 63, 15.869) } |E|=414 
---------------- 

** G26: |V|=70
(u, v, weight) E = { 
      ( 0,  3,  0.504)
      ( 0, 22, 32.326)
      ( 0, 30,  1.913)
      ( 0, 34,  7.348)
      ( 0, 44, 84.090)
      ( 0, 46, 75.368)
      ( 0, 51, 83.789)
      ( 0, 53, 12.190)
      ( 0, 61, 78.909)
      ( 0, 66, 23.575)
      ( 1,  2, 11.970)
      ( 1,  8, 89.678)
      ( 1, 10, 79.348)
      ( 1, 12, 15.810)
      ( 1, 15, 49.520)
      ( 1, 16, 72.625)
      ( 1, 42, 57.813)
      ( 1, 68, 39.488)
      ( 2,  5, 53.902)
      ( 2, 54, 44.681)
      ( 3,  5, 69.041)
      ( 3, 16,  3.152)
      ( 3, 19,  6.801)
      ( 3, 22, 45.766)
      ( 3, 23, 66.644)
      ( 3, 30, 86.214)
      ( 3, 42, 25.829)
      ( 3, 44, 53.916)
      ( 3, 48, 68.952)
      ( 3, 58, 37.109)
      ( 4, 12, 83.490)
      ( 4, 34, 63.042)
      ( 4, 45, 65.269)
      ( 4, 51, 42.714)
      ( 4, 54, 66.469)
      ( 5, 17, 93.554)
      ( 5, 23, 26.956)
      ( 5, 27, 39.404)
      ( 5, 31, 48.679)
      ( 5, 34, 90.257)
      ( 5, 35, 74.116)
      ( 5, 53, 73.416)
      ( 6,  1, 88.485)
      ( 6,  3,  9.930)
      ( 6, 14, 49.190)
      ( 6, 17, 34.254)
      ( 6, 41, 89.094)
      ( 6, 42, 90.312)
      ( 6, 44, 17.313)
      ( 6, 46, 77.674)
      ( 6, 47, 52.545)
      ( 6, 60, 68.510)
      ( 6, 63, 38.009)
      ( 6, 65, 15.775)
      ( 6, 67,  9.388)
      ( 6, 68, 40.238)
      ( 7,  9, 94.652)
      ( 7, 11,  4.847)
      ( 7, 12, 92.006)
      ( 7, 19, 22.840)
      ( 7, 48, 29.116)
      ( 7, 62, 81.749)
      ( 7, 66, 46.919)
      ( 7, 68, 96.498)
      ( 8,  6, 96.877)
      ( 8, 18,  5.025)
      ( 8, 24, 15.918)
      ( 8, 38, 52.028)
      ( 8, 43, 65.581)
      ( 8, 44, 38.662)
      ( 8, 47,  8.868)
      ( 9, 16, 27.211)
      ( 9, 21,  2.620)
      ( 9, 27, 98.271)
      ( 9, 35, 99.980)
      ( 9, 45, 95.887)
      ( 9, 54, 29.557)
      ( 9, 62, 96.736)
      (10,  5, 74.559)
      (10, 16, 23.519)
      (10, 28, 69.378)
      (10, 30, 79.162)
      (10, 40, 61.259)
      (10, 43, 12.209)
      (10, 54, 99.431)
      (10, 59, 90.208)
      (10, 64, 58.738)
      (11,  7, 76.855)
      (11,  8, 72.520)
      (11, 14,  6.438)
      (11, 22,  4.647)
      (11, 35, 97.054)
      (12, 44, 64.557)
      (12, 45, 59.292)
      (12, 48, 62.429)
      (12, 63, 64.743)
      (13,  4, 85.613)
      (13,  5, 21.217)
      (13, 10, 51.934)
      (13, 26, 11.225)
      (13, 49, 32.134)
      (13, 55, 55.596)
      (13, 64, 38.026)
      (13, 66, 15.296)
      (14,  3, 22.171)
      (14, 10, 69.068)
      (14, 18, 32.417)
      (14, 23, 24.966)
      (14, 28,  3.579)
      (14, 31,  5.058)
      (14, 49, 98.654)
      (14, 64,  3.807)
      (14, 66, 55.773)
      (15,  3, 83.045)
      (15, 23, 18.587)
      (15, 27, 38.163)
      (15, 48, 59.416)
      (15, 50, 20.969)
      (15, 65, 49.545)
      (16,  2,  5.193)
      (16,  8, 59.599)
      (16, 10,  9.389)
      (16, 15, 13.109)
      (16, 29, 33.061)
      (16, 31, 61.467)
      (16, 32, 38.717)
      (16, 55, 82.467)
      (17,  6, 43.226)
      (17, 15, 44.624)
      (17, 21, 94.520)
      (17, 25, 29.247)
      (17, 29, 93.687)
      (17, 32, 48.045)
      (17, 36, 97.675)
      (17, 41, 95.066)
      (17, 49, 62.378)
      (17, 50, 61.093)
      (17, 52, 80.295)
      (17, 58, 77.802)
      (18,  4, 17.712)
      (18, 12, 66.526)
      (18, 14, 21.713)
      (18, 16, 46.220)
      (18, 22, 48.425)
      (18, 28, 89.526)
      (18, 43, 86.248)
      (18, 53, 64.970)
      (18, 65, 87.469)
      (19, 15, 78.016)
      (19, 29, 29.341)
      (19, 36,  1.435)
      (19, 47, 21.069)
      (19, 58,  6.941)
      (19, 65, 39.307)
      (20,  3, 48.888)
      (20,  5, 24.385)
      (20,  9, 19.948)
      (20, 10,  7.654)
      (20, 13, 77.013)
      (20, 22, 70.011)
      (20, 36, 68.462)
      (20, 63,  2.544)
      (21, 15, 72.452)
      (21, 17, 14.194)
      (21, 19, 99.248)
      (21, 20, 70.547)
      (21, 22, 44.021)
      (21, 24, 69.316)
      (21, 45,  6.576)
      (21, 47, 30.235)
      (21, 53, 67.258)
      (21, 56, 55.316)
      (21, 60, 95.998)
      (21, 62, 28.590)
      (22,  1, 82.898)
      (22, 69, 50.848)
      (23,  3, 28.228)
      (23,  8, 87.065)
      (23, 12,  8.815)
      (23, 31, 94.660)
      (23, 33, 22.197)
      (23, 36, 69.474)
      (23, 45, 93.265)
      (23, 52, 32.352)
      (23, 58, 15.837)
      (23, 63, 89.745)
      (24,  6, 47.436)
      (24,  7, 44.394)
      (24, 21, 69.234)
      (24, 34, 80.733)
      (24, 35, 30.778)
      (24, 39, 53.596)
      (24, 42, 78.923)
      (24, 50, 92.978)
      (25, 22, 28.277)
      (25, 34, 51.194)
      (25, 38, 32.310)
      (25, 64, 51.869)
      (26, 21, 35.786)
      (26, 22, 37.543)
      (26, 43, 22.743)
      (26, 49, 49.414)
      (26, 56,  4.977)
      (26, 66, 13.062)
      (27,  0, 38.721)
      (27, 23, 10.392)
      (27, 28, 44.380)
      (27, 47, 28.351)
      (28,  1, 51.025)
      (28,  8, 47.166)
      (28, 15, 84.999)
      (28, 47, 36.719)
      (28, 54, 53.254)
      (28, 68, 36.162)
      (29,  4, 74.157)
      (29,  5,  5.394)
      (29, 13, 82.689)
      (29, 15, 98.326)
      (29, 35,  6.139)
      (29, 36,  1.609)
      (29, 37, 84.510)
      (29, 48, 55.672)
      (30,  5, 52.650)
      (30, 24, 19.726)
      (30, 41, 35.216)
      (30, 51, 91.452)
      (30, 56, 82.503)
      (31, 20, 13.448)
      (31, 26, 79.072)
      (31, 46, 40.634)
      (32, 10, 20.562)
      (32, 28, 31.147)
      (32, 37, 10.919)
      (32, 43,  3.059)
      (32, 54, 58.980)
      (33, 13,  9.904)
      (33, 19, 69.059)
      (33, 39, 98.674)
      (33, 42, 20.691)
      (33, 63, 21.829)
      (34,  1, 19.845)
      (34,  9, 44.548)
      (34, 13, 97.245)
      (34, 16, 73.837)
      (34, 17, 36.673)
      (34, 21, 10.252)
      (34, 38, 24.269)
      (34, 52, 63.856)
      (34, 55, 84.836)
      (34, 61, 95.831)
      (34, 63, 76.264)
      (34, 68, 79.251)
      (35,  5, 41.136)
      (35, 15,  4.766)
      (35, 44, 94.556)
      (35, 53, 41.687)
      (35, 68, 64.392)
      (36,  3, 22.270)
      (36, 45, 10.581)
      (37,  0, 32.767)
      (37, 14, 81.335)
      (37, 22, 98.923)
      (37, 23, 57.579)
      (37, 26, 28.582)
      (37, 31, 60.363)
      (37, 46, 18.929)
      (37, 49, 23.729)
      (37, 59, 98.217)
      (37, 68, 58.202)
      (37, 69, 42.238)
      (38,  6, 95.094)
      (38, 12, 90.908)
      (38, 15, 10.418)
      (38, 20, 40.764)
      (38, 22,  8.177)
      (38, 45, 86.527)
      (38, 54, 34.581)
      (38, 59, 58.991)
      (38, 64, 23.857)
      (38, 66,  6.367)
      (39,  3, 34.804)
      (39, 12, 97.879)
      (39, 66, 64.564)
      (40,  1, 90.954)
      (40, 14, 26.831)
      (40, 24, 86.212)
      (40, 26, 30.467)
      (40, 27,  5.748)
      (40, 41, 31.304)
      (40, 51, 52.592)
      (41, 25, 30.930)
      (41, 65,  5.121)
      (42,  0, 89.789)
      (42, 20, 60.369)
      (42, 26, 96.045)
      (42, 27, 66.312)
      (42, 36, 74.519)
      (42, 43, 84.882)
      (42, 46, 39.497)
      (42, 51, 45.774)
      (42, 59, 68.257)
      (42, 62, 31.058)
      (42, 68, 81.392)
      (43, 15, 99.762)
      (43, 17, 77.619)
      (43, 20, 17.742)
      (43, 36, 83.670)
      (43, 47, 35.485)
      (43, 53, 34.980)
      (44, 29, 98.971)
      (44, 30, 51.993)
      (44, 31, 79.620)
      (44, 47,  4.841)
      (44, 59, 87.514)
      (45, 13, 33.350)
      (45, 16, 66.751)
      (45, 17, 18.358)
      (45, 18, 84.425)
      (45, 26, 28.637)
      (45, 30, 76.843)
      (45, 46, 53.125)
      (46,  3, 68.701)
      (46, 37, 43.953)
      (46, 63, 35.935)
      (46, 65, 13.958)
      (46, 69,  7.704)
      (47, 18, 85.841)
      (47, 20, 78.896)
      (47, 39, 20.068)
      (47, 54, 86.087)
      (47, 68, 38.420)
      (48,  3, 88.931)
      (48, 19, 37.421)
      (48, 32, 90.898)
      (48, 34, 79.899)
      (48, 52, 75.971)
      (48, 55, 73.903)
      (48, 56, 47.700)
      (48, 64, 34.573)
      (49,  1, 91.219)
      (49,  2, 47.595)
      (49, 15, 89.533)
      (49, 17, 62.014)
      (49, 33, 30.990)
      (49, 39, 19.032)
      (49, 44, 22.525)
      (49, 57, 82.281)
      (49, 67, 23.822)
      (50,  0, 25.495)
      (50, 13, 59.147)
      (50, 36, 18.474)
      (50, 51, 55.975)
      (50, 52, 43.004)
      (50, 64, 93.886)
      (51,  2, 73.766)
      (51, 21, 72.238)
      (51, 39,  1.334)
      (51, 43, 69.876)
      (51, 46, 92.643)
      (51, 52, 41.088)
      (51, 55, 58.201)
      (51, 61, 38.396)
      (51, 65, 75.341)
      (52, 15,  9.452)
      (52, 29, 44.479)
      (52, 38, 95.912)
      (52, 42, 12.027)
      (52, 45,  5.917)
      (52, 54, 44.904)
      (52, 59, 63.360)
      (52, 61, 56.800)
      (53, 15, 25.721)
      (53, 28, 53.248)
      (53, 45, 64.331)
      (54,  0,  4.667)
      (54,  3, 53.761)
      (54, 34, 78.067)
      (54, 38, 36.285)
      (54, 41, 22.219)
      (54, 43, 61.198)
      (54, 47,  9.481)
      (54, 48, 63.386)
      (54, 49, 27.562)
      (54, 65, 46.432)
      (54, 66, 26.491)
      (55,  0, 18.370)
      (55,  1, 52.627)
      (55, 13, 11.610)
      (55, 53, 91.333)
      (55, 68, 33.353)
      (56,  1, 89.535)
      (56,  5, 40.593)
      (56,  7, 26.997)
      (56, 19, 31.437)
      (56, 20, 72.049)
      (56, 30, 78.391)
      (56, 33, 27.778)
      (56, 50, 67.754)
      (56, 52, 24.570)
      (57, 19, 92.513)
      (57, 23, 11.607)
      (57, 35, 75.379)
      (57, 47, 55.138)
      (57, 51, 97.167)
      (58, 16, 21.110)
      (58, 18, 12.959)
      (58, 21, 39.393)
      (58, 37, 35.813)
      (58, 41, 89.681)
      (58, 45, 63.955)
      (58, 48, 56.540)
      (59,  0, 27.803)
      (59,  1,  4.066)
      (59,  4, 71.047)
      (59,  5, 35.927)
      (59,  9,  8.670)
      (59, 33, 88.857)
      (59, 40, 89.605)
      (59, 46, 93.504)
      (60, 11, 52.713)
      (60, 21, 32.987)
      (60, 42, 88.401)
      (60, 50, 51.899)
      (60, 53, 38.963)
      (60, 67, 35.813)
      (61,  1, 79.572)
      (61,  5, 18.791)
      (61,  9, 55.929)
      (61, 16, 54.239)
      (61, 25, 30.761)
      (61, 30, 94.887)
      (61, 34, 59.287)
      (61, 48,  3.711)
      (61, 51, 12.031)
      (61, 58, 97.755)
      (61, 60, 74.719)
      (61, 62, 85.726)
      (62,  0, 98.783)
      (62, 35,  5.775)
      (62, 64,  5.173)
      (62, 69, 39.336)
      (63, 15, 58.879)
      (63, 17, 52.659)
      (63, 29, 15.897)
      (63, 35, 28.406)
      (63, 44, 46.902)
      (63, 50, 78.369)
      (64, 16, 31.921)
      (64, 32, 14.098)
      (64, 46, 99.038)
      (64, 50, 33.974)
      (64, 57, 95.879)
      (64, 62, 27.311)
      (64, 65, 31.589)
      (65, 15, 36.464)
      (65, 22, 98.283)
      (65, 36, 93.717)
      (65, 50, 55.174)
      (65, 58, 86.871)
      (65, 69, 12.322)
      (66, 39, 90.750)
      (66, 49, 87.209)
      (66, 59, 10.009)
      (67,  3, 82.196)
      (67,  4, 24.117)
      (67,  6,  1.632)
      (67,  7, 50.518)
      (67, 16, 46.840)
      (67, 19, 60.051)
      (67, 28,  3.561)
      (67, 35, 96.608)
      (67, 48, 21.454)
      (67, 51, 26.436)
      (67, 60, 31.328)
      (67, 61, 13.443)
      (67, 62, 89.458)
      (67, 63, 44.804)
      (68,  6, 63.857)
      (68, 19, 90.941)
      (68, 21, 21.602)
      (68, 22, 98.641)
      (68, 30, 29.726)
      (68, 39, 63.253)
      (68, 56, 93.300)
      (68, 57, 99.844)
      (68, 58, 55.459)
      (68, 64, 96.618)
      (69,  9,  1.440)
      (69, 66, 38.061) } |E|=489 
---------------- 

** G27: |V|=70
(u, v, weight) E = { 
      ( 0,  7, 53.041)
      ( 0, 19, 77.744)
      ( 0, 30,  7.735)
      ( 0, 36, 92.296)
      ( 0, 43, 80.636)
      ( 0, 50,  9.898)
      ( 0, 53,  5.755)
      ( 0, 61,  0.052)
      ( 1,  2, 39.530)
      ( 1,  8, 16.343)
      ( 1, 16, 58.726)
      ( 1, 28, 52.739)
      ( 1, 60, 12.160)
      ( 2,  7, 60.288)
      ( 2, 25, 15.469)
      ( 2, 35, 36.775)
      ( 2, 40, 98.487)
      ( 2, 44, 58.323)
      ( 2, 45, 32.403)
      ( 2, 49,  0.831)
      ( 2, 58, 10.836)
      ( 2, 61, 96.103)
      ( 3,  5, 38.104)
      ( 3, 42, 67.621)
      ( 3, 64,  4.473)
      ( 3, 65, 37.327)
      ( 4,  2,  0.666)
      ( 4,  9, 56.431)
      ( 4, 13, 65.867)
      ( 4, 22, 20.714)
      ( 4, 27, 69.096)
      ( 4, 31, 31.113)
      ( 4, 34, 90.947)
      ( 4, 37,  7.713)
      ( 4, 67, 77.248)
      ( 4, 69, 37.652)
      ( 5,  8, 39.780)
      ( 5, 17, 77.190)
      ( 5, 54, 57.174)
      ( 5, 55, 37.735)
      ( 5, 61, 20.357)
      ( 6,  7, 79.226)
      ( 6, 22, 20.213)
      ( 6, 28, 51.676)
      ( 6, 67, 34.593)
      ( 7, 20, 47.819)
      ( 7, 23, 47.228)
      ( 7, 63, 19.222)
      ( 8,  4, 78.171)
      ( 8, 11, 74.463)
      ( 8, 18, 94.891)
      ( 8, 24, 65.199)
      ( 8, 33, 27.675)
      ( 8, 41, 71.085)
      ( 8, 64, 12.922)
      ( 8, 69, 41.093)
      ( 9,  6, 92.896)
      ( 9, 18, 18.950)
      ( 9, 28, 50.364)
      ( 9, 33, 94.165)
      ( 9, 35, 50.508)
      ( 9, 36, 58.531)
      ( 9, 44, 49.111)
      ( 9, 55, 87.992)
      (10, 30, 52.968)
      (10, 37,  0.688)
      (10, 49, 21.694)
      (10, 66, 16.829)
      (11,  3, 49.259)
      (11, 17, 99.936)
      (11, 27, 82.047)
      (11, 35, 95.383)
      (11, 40, 21.475)
      (11, 45, 32.613)
      (11, 54,  8.066)
      (11, 58, 73.014)
      (12,  2, 16.382)
      (12, 10, 75.739)
      (12, 21, 50.087)
      (12, 44, 27.986)
      (13, 10, 42.207)
      (13, 18, 45.943)
      (13, 32, 45.457)
      (13, 42, 80.551)
      (13, 51, 22.748)
      (14,  4, 85.045)
      (14, 22, 81.622)
      (14, 50, 19.961)
      (14, 64, 59.085)
      (15,  0, 91.840)
      (15,  9, 79.533)
      (15, 20, 24.290)
      (15, 21, 48.163)
      (15, 23, 80.807)
      (15, 24,  3.694)
      (15, 28,  8.919)
      (15, 33, 19.749)
      (15, 52, 89.953)
      (15, 65, 42.339)
      (16, 54, 28.643)
      (16, 60, 84.524)
      (17, 50, 27.591)
      (17, 51, 30.419)
      (17, 59,  3.266)
      (17, 61, 92.617)
      (18,  0, 68.232)
      (18,  3, 70.508)
      (18, 21, 18.517)
      (18, 23, 55.845)
      (18, 38,  0.179)
      (18, 45, 22.943)
      (18, 49, 87.730)
      (18, 53, 48.783)
      (18, 54, 36.183)
      (19, 14, 62.665)
      (19, 17, 14.270)
      (19, 18, 15.648)
      (19, 24,  3.603)
      (19, 26, 47.969)
      (19, 36, 69.360)
      (19, 44, 49.782)
      (19, 46, 57.937)
      (19, 52, 91.631)
      (19, 60, 13.772)
      (19, 63, 33.651)
      (19, 64, 77.499)
      (19, 66, 66.502)
      (20, 16, 49.428)
      (20, 38, 39.531)
      (20, 66, 15.555)
      (21,  3, 67.822)
      (21,  7, 59.196)
      (21, 13, 56.772)
      (21, 19, 55.372)
      (21, 32, 61.606)
      (21, 46, 90.645)
      (21, 47, 86.058)
      (21, 49,  6.101)
      (21, 57, 35.255)
      (22, 17, 25.735)
      (22, 23, 13.102)
      (22, 32, 24.184)
      (22, 35, 92.485)
      (22, 43,  4.028)
      (22, 62, 48.345)
      (22, 66, 12.988)
      (23,  7, 97.614)
      (23, 10, 40.070)
      (23, 26, 76.950)
      (23, 38, 26.446)
      (23, 46, 97.949)
      (23, 51, 27.893)
      (23, 62, 20.411)
      (23, 67, 53.419)
      (24,  1, 87.989)
      (24,  2,  3.924)
      (24, 19, 15.670)
      (24, 23, 97.567)
      (24, 31, 40.443)
      (24, 38,  6.916)
      (24, 49, 80.662)
      (24, 69, 57.392)
      (25,  0, 21.335)
      (25,  7, 67.977)
      (25, 12, 73.471)
      (25, 18, 76.525)
      (25, 19, 58.019)
      (25, 28, 66.104)
      (25, 32, 38.122)
      (25, 36, 58.185)
      (25, 39, 38.281)
      (25, 41, 72.031)
      (25, 44, 57.608)
      (25, 66, 99.730)
      (26,  4, 32.949)
      (26, 16, 52.648)
      (26, 21, 39.616)
      (26, 24, 24.758)
      (26, 33, 65.014)
      (26, 35, 29.419)
      (26, 46, 59.103)
      (26, 56, 47.404)
      (26, 58, 11.693)
      (26, 66, 56.105)
      (27,  8, 75.696)
      (27, 11, 64.605)
      (27, 22,  5.715)
      (27, 36,  7.443)
      (27, 51, 76.184)
      (27, 60, 26.951)
      (27, 61, 53.961)
      (28,  3,  0.566)
      (28,  5, 40.917)
      (28,  6, 18.696)
      (28, 24, 43.864)
      (28, 30, 27.972)
      (28, 34, 98.686)
      (28, 36, 30.902)
      (28, 54, 57.030)
      (28, 56,  2.841)
      (28, 57, 91.869)
      (29, 12,  3.540)
      (29, 17, 45.436)
      (29, 24, 88.198)
      (29, 37, 56.992)
      (29, 59,  4.194)
      (29, 69, 96.599)
      (30, 14, 76.755)
      (30, 23, 11.206)
      (30, 27, 11.255)
      (30, 41, 88.797)
      (30, 51,  9.438)
      (30, 64, 72.949)
      (30, 65, 76.389)
      (30, 69, 97.865)
      (31, 16,  6.146)
      (31, 32, 14.146)
      (31, 44,  3.902)
      (31, 55, 34.183)
      (31, 59, 86.217)
      (31, 60, 39.819)
      (31, 64, 85.663)
      (32,  7,  0.847)
      (32,  9, 28.971)
      (32, 31, 55.982)
      (32, 35, 71.227)
      (32, 44, 23.143)
      (33, 14, 91.555)
      (33, 46, 33.701)
      (33, 64, 27.710)
      (34,  1, 69.757)
      (34,  5, 57.230)
      (34, 33, 86.078)
      (34, 38, 99.396)
      (34, 56, 82.636)
      (34, 57, 52.793)
      (35,  1, 85.038)
      (35,  9, 32.781)
      (35, 26, 27.621)
      (35, 29, 81.381)
      (35, 43,  9.064)
      (35, 60, 26.833)
      (35, 64, 49.037)
      (36, 24, 20.216)
      (36, 25, 19.845)
      (36, 27, 59.710)
      (36, 43, 47.692)
      (36, 52, 88.013)
      (37, 22, 96.903)
      (37, 53, 44.291)
      (37, 61,  4.129)
      (38,  1, 87.707)
      (38, 30,  1.046)
      (38, 40, 41.448)
      (38, 55,  8.214)
      (38, 59, 94.977)
      (38, 67, 62.117)
      (39, 13, 98.354)
      (39, 14, 25.527)
      (39, 21, 43.917)
      (39, 25, 99.954)
      (39, 32, 31.584)
      (39, 69, 72.266)
      (40,  9, 91.359)
      (40, 15, 48.541)
      (40, 23, 93.398)
      (40, 26, 31.318)
      (40, 47, 86.667)
      (41, 29, 91.851)
      (41, 45, 18.778)
      (41, 46, 50.615)
      (41, 49,  2.224)
      (41, 50,  9.520)
      (41, 52, 43.020)
      (41, 53, 61.180)
      (41, 56, 43.462)
      (42,  2, 57.666)
      (42,  6, 10.293)
      (42, 10, 89.001)
      (42, 29,  1.829)
      (42, 47, 33.705)
      (42, 64, 16.424)
      (42, 68, 20.447)
      (43, 30, 52.707)
      (43, 31, 34.868)
      (43, 34, 54.891)
      (43, 48, 10.938)
      (43, 55, 94.024)
      (43, 61, 83.920)
      (43, 62, 21.243)
      (43, 64, 73.812)
      (43, 69, 75.758)
      (44,  5,  5.966)
      (44, 40, 96.121)
      (44, 49, 76.034)
      (44, 57, 95.906)
      (45,  3, 65.812)
      (45,  5, 87.305)
      (45, 10, 57.086)
      (45, 20, 19.433)
      (45, 31, 73.865)
      (45, 32, 68.283)
      (45, 57, 89.302)
      (46, 44, 76.856)
      (46, 58, 65.893)
      (46, 61, 14.083)
      (46, 63, 87.358)
      (46, 67, 46.407)
      (46, 69, 27.642)
      (47, 26, 26.492)
      (47, 31, 47.326)
      (47, 39,  9.635)
      (47, 53, 22.929)
      (47, 56, 74.835)
      (47, 61, 59.294)
      (47, 65, 97.389)
      (48, 12, 10.269)
      (48, 13, 46.277)
      (48, 31, 77.676)
      (48, 33, 24.802)
      (48, 36, 29.929)
      (48, 42,  0.383)
      (48, 44, 40.056)
      (48, 51, 70.284)
      (48, 54, 32.772)
      (48, 60, 19.127)
      (48, 65, 18.232)
      (49,  5, 76.433)
      (49, 19, 72.200)
      (49, 22, 27.922)
      (49, 23,  7.005)
      (49, 40, 61.271)
      (49, 44, 88.537)
      (49, 48,  6.769)
      (49, 50, 17.442)
      (49, 62, 34.142)
      (49, 67, 14.037)
      (50,  8, 66.888)
      (50, 22, 35.755)
      (50, 25, 32.845)
      (50, 26,  3.183)
      (50, 27, 47.834)
      (50, 28, 74.585)
      (50, 29, 45.746)
      (50, 53, 96.299)
      (50, 62, 89.792)
      (50, 63, 42.767)
      (51,  2, 85.151)
      (51, 12, 73.711)
      (51, 23, 53.752)
      (51, 30, 39.524)
      (51, 40, 12.762)
      (51, 50, 65.088)
      (51, 59, 13.480)
      (52, 24, 91.591)
      (52, 33, 67.565)
      (52, 41, 65.598)
      (52, 43, 97.643)
      (52, 54, 61.887)
      (52, 62, 81.982)
      (52, 63, 61.266)
      (52, 65, 81.031)
      (52, 67, 76.578)
      (53,  5, 38.634)
      (53,  6, 62.437)
      (53,  9,  7.281)
      (53, 28, 51.263)
      (53, 43, 95.274)
      (53, 66, 50.991)
      (54,  2, 86.613)
      (54,  4, 10.192)
      (54, 19, 60.709)
      (54, 25, 87.741)
      (54, 28, 70.563)
      (54, 34,  4.643)
      (54, 35, 77.588)
      (54, 44, 88.369)
      (54, 65,  2.628)
      (55,  3, 25.414)
      (55,  9, 79.509)
      (55, 17, 76.794)
      (55, 24,  3.878)
      (55, 29, 53.634)
      (55, 33, 19.597)
      (55, 45, 95.703)
      (55, 47, 50.396)
      (56, 14,  1.481)
      (56, 25, 44.249)
      (56, 40, 57.480)
      (56, 42, 81.932)
      (56, 47, 25.106)
      (56, 48, 44.858)
      (56, 54, 49.886)
      (57, 11, 19.153)
      (57, 13, 53.974)
      (57, 27, 16.975)
      (57, 38,  6.070)
      (57, 43, 61.697)
      (57, 60, 94.086)
      (57, 62,  2.812)
      (57, 65, 20.888)
      (57, 68, 93.262)
      (58,  7, 13.999)
      (58,  8, 28.043)
      (58, 17, 82.836)
      (58, 39, 28.509)
      (58, 69, 64.680)
      (59, 12, 72.538)
      (59, 14,  1.743)
      (59, 16,  0.512)
      (59, 18, 54.933)
      (59, 19, 56.002)
      (59, 22, 30.083)
      (59, 24, 51.168)
      (59, 37, 13.201)
      (59, 42, 53.427)
      (59, 49, 62.110)
      (59, 55, 16.887)
      (59, 66, 94.760)
      (60,  5, 30.943)
      (60, 25,  2.418)
      (60, 31, 74.770)
      (60, 33, 21.299)
      (60, 39, 35.980)
      (60, 56, 23.821)
      (60, 59, 40.030)
      (61,  5, 35.809)
      (61, 19, 98.572)
      (61, 41, 63.231)
      (61, 58, 84.102)
      (61, 62, 63.510)
      (62,  7, 68.910)
      (62, 23, 24.566)
      (62, 25, 77.134)
      (62, 31,  4.947)
      (62, 33, 37.791)
      (62, 34, 43.097)
      (62, 41,  5.588)
      (62, 42,  7.836)
      (62, 59, 24.398)
      (62, 60, 32.809)
      (62, 66, 65.005)
      (63,  1, 85.683)
      (63, 29, 63.319)
      (63, 30, 68.817)
      (63, 48, 82.497)
      (63, 67, 84.836)
      (64, 17, 54.864)
